# GENERATED by gen_ram_map.py from ram_map.json - do not edit.
# name<TAB>addr<TAB>size<TAB>group<TAB>flags
interaction_evt_flag	FFFFECAA	1	window	hex
interaction_evt_type	FFFFECC3	1	window	-
party_slots	FFFFF40A	4	party	hex
party_slot_1	FFFFF40A	1	party	-
party_slot_2	FFFFF40B	1	party	-
party_slot_3	FFFFF40C	1	party	-
party_slot_4	FFFFF40D	1	party	-
party_slot_5	FFFFF40E	1	party	-
saved_char_x	FFFFF406	2	party	-
saved_char_y	FFFFF408	2	party	-
eflags_00	FFFFF100	4	flags	hex
eflags_04	FFFFF104	4	flags	hex
eflags_08	FFFFF108	4	flags	hex
eflags_0C	FFFFF10C	4	flags	hex
eflags_10	FFFFF110	4	flags	hex
eflags_14	FFFFF114	4	flags	hex
eflags_18	FFFFF118	4	flags	hex
eflags_1C	FFFFF11C	4	flags	hex
ext_eflags_00	FFFFF120	4	flags	hex
chest_flags_00	FFFFF140	4	flags	hex
temp_eflags_00	FFFFF156	2	flags	hex
town_flags_00	FFFFF160	4	flags	hex
rng_seed	FFFFEF0C	4	rng	hex
rng_hi	FFFFEF0C	2	rng	hex
rng_lo	FFFFEF0E	2	rng	hex
main_frame_count	FFFFEF1C	2	rng	-
random_battles_flag	FFFFECE7	1	rng	hex
battle_routine	FFFF4100	2	battle	hex
battle_total_comd	FFFF4106	2	battle	-
battle_routine_2	FFFF4108	2	battle	hex
battle_main_option	FFFF41A0	2	battle	-
battle_char_comd_idx	FFFF41A2	2	battle	-
battle_enemy_index	FFFF41AC	2	battle	-
battle_char_index	FFFF41B8	2	battle	-
battle_macro_flag	FFFF41D8	2	battle	-
battle_meseta_total	FFFF41D0	2	battle	-
enemy_ambush_chance	FFFF41F0	1	battle	-
enemy_run_chance	FFFF41F1	1	battle	-
item_drop_rate	FFFF41F2	1	battle	-
dropped_item	FFFF41F3	1	battle	-
enemy_count	FFFF41F4	1	battle	-
hit_00	FFFF4150	1	bhit	hex
hit_01	FFFF4151	1	bhit	hex
hit_02	FFFF4152	1	bhit	hex
hit_03	FFFF4153	1	bhit	hex
hit_04	FFFF4154	1	bhit	hex
hit_05	FFFF4155	1	bhit	hex
hit_06	FFFF4156	1	bhit	hex
hit_07	FFFF4157	1	bhit	hex
hit_08	FFFF4158	1	bhit	hex
hit_09	FFFF4159	1	bhit	hex
dmg_00	FFFF415A	2	bhit	-
dmg_01	FFFF415C	2	bhit	-
dmg_02	FFFF415E	2	bhit	-
dmg_03	FFFF4160	2	bhit	-
dmg_04	FFFF4162	2	bhit	-
dmg_05	FFFF4164	2	bhit	-
dmg_06	FFFF4166	2	bhit	-
dmg_07	FFFF4168	2	bhit	-
dmg_08	FFFF416A	2	bhit	-
e1_id	FFFF4268	2	enemy	-
e1_level	FFFF4208	2	enemy	-
e1_hp	FFFF420E	2	enemy	-
e1_maxhp	FFFF4210	2	enemy	-
e1_status	FFFF4216	1	enemy	-
e1_str	FFFF4218	1	enemy	-
e1_agi	FFFF421E	1	enemy	-
e1_agi_bat	FFFF4220	1	enemy	-
e1_dex	FFFF4221	1	enemy	-
e1_atk	FFFF4224	2	enemy	-
e1_dfs	FFFF4228	2	enemy	-
e2_id	FFFF42E8	2	enemy	-
e2_level	FFFF4288	2	enemy	-
e2_hp	FFFF428E	2	enemy	-
e2_maxhp	FFFF4290	2	enemy	-
e2_status	FFFF4296	1	enemy	-
e2_str	FFFF4298	1	enemy	-
e2_agi	FFFF429E	1	enemy	-
e2_agi_bat	FFFF42A0	1	enemy	-
e2_dex	FFFF42A1	1	enemy	-
e2_atk	FFFF42A4	2	enemy	-
e2_dfs	FFFF42A8	2	enemy	-
e3_id	FFFF4368	2	enemy	-
e3_level	FFFF4308	2	enemy	-
e3_hp	FFFF430E	2	enemy	-
e3_maxhp	FFFF4310	2	enemy	-
e3_status	FFFF4316	1	enemy	-
e3_str	FFFF4318	1	enemy	-
e3_agi	FFFF431E	1	enemy	-
e3_agi_bat	FFFF4320	1	enemy	-
e3_dex	FFFF4321	1	enemy	-
e3_atk	FFFF4324	2	enemy	-
e3_dfs	FFFF4328	2	enemy	-
e4_id	FFFF43E8	2	enemy	-
e4_level	FFFF4388	2	enemy	-
e4_hp	FFFF438E	2	enemy	-
e4_maxhp	FFFF4390	2	enemy	-
e4_status	FFFF4396	1	enemy	-
e4_str	FFFF4398	1	enemy	-
e4_agi	FFFF439E	1	enemy	-
e4_agi_bat	FFFF43A0	1	enemy	-
e4_dex	FFFF43A1	1	enemy	-
e4_atk	FFFF43A4	2	enemy	-
e4_dfs	FFFF43A8	2	enemy	-
chaz_level	FFFFF508	2	chars	-
chaz_exp	FFFFF50A	4	chars	-
chaz_hp	FFFFF50E	2	chars	-
chaz_maxhp	FFFFF510	2	chars	-
chaz_tp	FFFFF512	2	chars	-
chaz_maxtp	FFFFF514	2	chars	-
chaz_status	FFFFF516	1	chars	-
chaz_str	FFFFF518	1	chars	-
chaz_agi	FFFFF51E	1	chars	-
chaz_agi_bat	FFFFF520	1	chars	-
chaz_dex	FFFFF521	1	chars	-
chaz_atk	FFFFF524	2	chars	-
chaz_dfs	FFFFF528	2	chars	-
alys_level	FFFFF588	2	chars	-
alys_exp	FFFFF58A	4	chars	-
alys_hp	FFFFF58E	2	chars	-
alys_maxhp	FFFFF590	2	chars	-
alys_tp	FFFFF592	2	chars	-
alys_maxtp	FFFFF594	2	chars	-
alys_status	FFFFF596	1	chars	-
alys_str	FFFFF598	1	chars	-
alys_agi	FFFFF59E	1	chars	-
alys_agi_bat	FFFFF5A0	1	chars	-
alys_dex	FFFFF5A1	1	chars	-
alys_atk	FFFFF5A4	2	chars	-
alys_dfs	FFFFF5A8	2	chars	-
current_money	FFFFF438	4	chars	-
battle_priority	FFFFEE45	1	battle	hex
turn_00	FFFFEFB0	2	battle	hex
turn_01	FFFFEFB2	2	battle	hex
turn_02	FFFFEFB4	2	battle	hex
turn_03	FFFFEFB6	2	battle	hex
turn_04	FFFFEFB8	2	battle	hex
turn_05	FFFFEFBA	2	battle	hex
turn_06	FFFFEFBC	2	battle	hex
turn_07	FFFFEFBE	2	battle	hex
turn_08	FFFFEFC0	2	battle	hex
turn_09	FFFFEFC2	2	battle	hex
turn_10	FFFFEFC4	2	battle	hex
turn_11	FFFFEFC6	2	battle	hex
battle_exp_total	FFFF41CE	2	battle	-
e1_str_bat	FFFF421A	1	enemy	-
e1_men_bat	FFFF421D	1	enemy	-
e1_dex_bat	FFFF4223	1	enemy	-
e2_str_bat	FFFF429A	1	enemy	-
e2_men_bat	FFFF429D	1	enemy	-
e2_dex_bat	FFFF42A3	1	enemy	-
e3_str_bat	FFFF431A	1	enemy	-
e3_men_bat	FFFF431D	1	enemy	-
e3_dex_bat	FFFF4323	1	enemy	-
e4_str_bat	FFFF439A	1	enemy	-
e4_men_bat	FFFF439D	1	enemy	-
e4_dex_bat	FFFF43A3	1	enemy	-
hahn_level	FFFFF608	2	chars	-
hahn_exp	FFFFF60A	4	chars	-
hahn_hp	FFFFF60E	2	chars	-
hahn_maxhp	FFFFF610	2	chars	-
hahn_tp	FFFFF612	2	chars	-
hahn_maxtp	FFFFF614	2	chars	-
hahn_status	FFFFF616	1	chars	-
hahn_str	FFFFF618	1	chars	-
hahn_agi	FFFFF61E	1	chars	-
hahn_agi_bat	FFFFF620	1	chars	-
hahn_dex	FFFFF621	1	chars	-
hahn_atk	FFFFF624	2	chars	-
hahn_dfs	FFFFF628	2	chars	-
battle_actor	FFFF4142	2	battle	-
o00_id	FFFFC300	2	objects	hex
o00_rflags	FFFFC302	1	objects	hex
o00_facing	FFFFC306	2	objects	-
o00_map_idx	FFFFC310	1	objects	-
o00_timer	FFFFC31C	2	objects	-
o00_xdur	FFFFC328	2	objects	-
o00_ydur	FFFFC32A	2	objects	-
o00_x_px	FFFFC330	2	objects	-
o00_y_px	FFFFC334	2	objects	-
o00_xbnd	FFFFC33E	1	objects	-
o00_ybnd	FFFFC33F	1	objects	-
o01_id	FFFFC340	2	objects	hex
o01_rflags	FFFFC342	1	objects	hex
o01_facing	FFFFC346	2	objects	-
o01_map_idx	FFFFC350	1	objects	-
o01_timer	FFFFC35C	2	objects	-
o01_xdur	FFFFC368	2	objects	-
o01_ydur	FFFFC36A	2	objects	-
o01_x_px	FFFFC370	2	objects	-
o01_y_px	FFFFC374	2	objects	-
o01_xbnd	FFFFC37E	1	objects	-
o01_ybnd	FFFFC37F	1	objects	-
o02_id	FFFFC380	2	objects	hex
o02_rflags	FFFFC382	1	objects	hex
o02_facing	FFFFC386	2	objects	-
o02_map_idx	FFFFC390	1	objects	-
o02_timer	FFFFC39C	2	objects	-
o02_xdur	FFFFC3A8	2	objects	-
o02_ydur	FFFFC3AA	2	objects	-
o02_x_px	FFFFC3B0	2	objects	-
o02_y_px	FFFFC3B4	2	objects	-
o02_xbnd	FFFFC3BE	1	objects	-
o02_ybnd	FFFFC3BF	1	objects	-
o03_id	FFFFC3C0	2	objects	hex
o03_rflags	FFFFC3C2	1	objects	hex
o03_facing	FFFFC3C6	2	objects	-
o03_map_idx	FFFFC3D0	1	objects	-
o03_timer	FFFFC3DC	2	objects	-
o03_xdur	FFFFC3E8	2	objects	-
o03_ydur	FFFFC3EA	2	objects	-
o03_x_px	FFFFC3F0	2	objects	-
o03_y_px	FFFFC3F4	2	objects	-
o03_xbnd	FFFFC3FE	1	objects	-
o03_ybnd	FFFFC3FF	1	objects	-
o04_id	FFFFC400	2	objects	hex
o04_rflags	FFFFC402	1	objects	hex
o04_facing	FFFFC406	2	objects	-
o04_map_idx	FFFFC410	1	objects	-
o04_timer	FFFFC41C	2	objects	-
o04_xdur	FFFFC428	2	objects	-
o04_ydur	FFFFC42A	2	objects	-
o04_x_px	FFFFC430	2	objects	-
o04_y_px	FFFFC434	2	objects	-
o04_xbnd	FFFFC43E	1	objects	-
o04_ybnd	FFFFC43F	1	objects	-
o05_id	FFFFC440	2	objects	hex
o05_rflags	FFFFC442	1	objects	hex
o05_facing	FFFFC446	2	objects	-
o05_map_idx	FFFFC450	1	objects	-
o05_timer	FFFFC45C	2	objects	-
o05_xdur	FFFFC468	2	objects	-
o05_ydur	FFFFC46A	2	objects	-
o05_x_px	FFFFC470	2	objects	-
o05_y_px	FFFFC474	2	objects	-
o05_xbnd	FFFFC47E	1	objects	-
o05_ybnd	FFFFC47F	1	objects	-
o06_id	FFFFC480	2	objects	hex
o06_rflags	FFFFC482	1	objects	hex
o06_facing	FFFFC486	2	objects	-
o06_map_idx	FFFFC490	1	objects	-
o06_timer	FFFFC49C	2	objects	-
o06_xdur	FFFFC4A8	2	objects	-
o06_ydur	FFFFC4AA	2	objects	-
o06_x_px	FFFFC4B0	2	objects	-
o06_y_px	FFFFC4B4	2	objects	-
o06_xbnd	FFFFC4BE	1	objects	-
o06_ybnd	FFFFC4BF	1	objects	-
o07_id	FFFFC4C0	2	objects	hex
o07_rflags	FFFFC4C2	1	objects	hex
o07_facing	FFFFC4C6	2	objects	-
o07_map_idx	FFFFC4D0	1	objects	-
o07_timer	FFFFC4DC	2	objects	-
o07_xdur	FFFFC4E8	2	objects	-
o07_ydur	FFFFC4EA	2	objects	-
o07_x_px	FFFFC4F0	2	objects	-
o07_y_px	FFFFC4F4	2	objects	-
o07_xbnd	FFFFC4FE	1	objects	-
o07_ybnd	FFFFC4FF	1	objects	-
o08_id	FFFFC500	2	objects	hex
o08_rflags	FFFFC502	1	objects	hex
o08_facing	FFFFC506	2	objects	-
o08_map_idx	FFFFC510	1	objects	-
o08_timer	FFFFC51C	2	objects	-
o08_xdur	FFFFC528	2	objects	-
o08_ydur	FFFFC52A	2	objects	-
o08_x_px	FFFFC530	2	objects	-
o08_y_px	FFFFC534	2	objects	-
o08_xbnd	FFFFC53E	1	objects	-
o08_ybnd	FFFFC53F	1	objects	-
o09_id	FFFFC540	2	objects	hex
o09_rflags	FFFFC542	1	objects	hex
o09_facing	FFFFC546	2	objects	-
o09_map_idx	FFFFC550	1	objects	-
o09_timer	FFFFC55C	2	objects	-
o09_xdur	FFFFC568	2	objects	-
o09_ydur	FFFFC56A	2	objects	-
o09_x_px	FFFFC570	2	objects	-
o09_y_px	FFFFC574	2	objects	-
o09_xbnd	FFFFC57E	1	objects	-
o09_ybnd	FFFFC57F	1	objects	-
o10_id	FFFFC580	2	objects	hex
o10_rflags	FFFFC582	1	objects	hex
o10_facing	FFFFC586	2	objects	-
o10_map_idx	FFFFC590	1	objects	-
o10_timer	FFFFC59C	2	objects	-
o10_xdur	FFFFC5A8	2	objects	-
o10_ydur	FFFFC5AA	2	objects	-
o10_x_px	FFFFC5B0	2	objects	-
o10_y_px	FFFFC5B4	2	objects	-
o10_xbnd	FFFFC5BE	1	objects	-
o10_ybnd	FFFFC5BF	1	objects	-
o11_id	FFFFC5C0	2	objects	hex
o11_rflags	FFFFC5C2	1	objects	hex
o11_facing	FFFFC5C6	2	objects	-
o11_map_idx	FFFFC5D0	1	objects	-
o11_timer	FFFFC5DC	2	objects	-
o11_xdur	FFFFC5E8	2	objects	-
o11_ydur	FFFFC5EA	2	objects	-
o11_x_px	FFFFC5F0	2	objects	-
o11_y_px	FFFFC5F4	2	objects	-
o11_xbnd	FFFFC5FE	1	objects	-
o11_ybnd	FFFFC5FF	1	objects	-
o12_id	FFFFC600	2	objects	hex
o12_rflags	FFFFC602	1	objects	hex
o12_facing	FFFFC606	2	objects	-
o12_map_idx	FFFFC610	1	objects	-
o12_timer	FFFFC61C	2	objects	-
o12_xdur	FFFFC628	2	objects	-
o12_ydur	FFFFC62A	2	objects	-
o12_x_px	FFFFC630	2	objects	-
o12_y_px	FFFFC634	2	objects	-
o12_xbnd	FFFFC63E	1	objects	-
o12_ybnd	FFFFC63F	1	objects	-
o13_id	FFFFC640	2	objects	hex
o13_rflags	FFFFC642	1	objects	hex
o13_facing	FFFFC646	2	objects	-
o13_map_idx	FFFFC650	1	objects	-
o13_timer	FFFFC65C	2	objects	-
o13_xdur	FFFFC668	2	objects	-
o13_ydur	FFFFC66A	2	objects	-
o13_x_px	FFFFC670	2	objects	-
o13_y_px	FFFFC674	2	objects	-
o13_xbnd	FFFFC67E	1	objects	-
o13_ybnd	FFFFC67F	1	objects	-
o14_id	FFFFC680	2	objects	hex
o14_rflags	FFFFC682	1	objects	hex
o14_facing	FFFFC686	2	objects	-
o14_map_idx	FFFFC690	1	objects	-
o14_timer	FFFFC69C	2	objects	-
o14_xdur	FFFFC6A8	2	objects	-
o14_ydur	FFFFC6AA	2	objects	-
o14_x_px	FFFFC6B0	2	objects	-
o14_y_px	FFFFC6B4	2	objects	-
o14_xbnd	FFFFC6BE	1	objects	-
o14_ybnd	FFFFC6BF	1	objects	-
o15_id	FFFFC6C0	2	objects	hex
o15_rflags	FFFFC6C2	1	objects	hex
o15_facing	FFFFC6C6	2	objects	-
o15_map_idx	FFFFC6D0	1	objects	-
o15_timer	FFFFC6DC	2	objects	-
o15_xdur	FFFFC6E8	2	objects	-
o15_ydur	FFFFC6EA	2	objects	-
o15_x_px	FFFFC6F0	2	objects	-
o15_y_px	FFFFC6F4	2	objects	-
o15_xbnd	FFFFC6FE	1	objects	-
o15_ybnd	FFFFC6FF	1	objects	-
o16_id	FFFFC700	2	objects	hex
o16_rflags	FFFFC702	1	objects	hex
o16_facing	FFFFC706	2	objects	-
o16_map_idx	FFFFC710	1	objects	-
o16_timer	FFFFC71C	2	objects	-
o16_xdur	FFFFC728	2	objects	-
o16_ydur	FFFFC72A	2	objects	-
o16_x_px	FFFFC730	2	objects	-
o16_y_px	FFFFC734	2	objects	-
o16_xbnd	FFFFC73E	1	objects	-
o16_ybnd	FFFFC73F	1	objects	-
o17_id	FFFFC740	2	objects	hex
o17_rflags	FFFFC742	1	objects	hex
o17_facing	FFFFC746	2	objects	-
o17_map_idx	FFFFC750	1	objects	-
o17_timer	FFFFC75C	2	objects	-
o17_xdur	FFFFC768	2	objects	-
o17_ydur	FFFFC76A	2	objects	-
o17_x_px	FFFFC770	2	objects	-
o17_y_px	FFFFC774	2	objects	-
o17_xbnd	FFFFC77E	1	objects	-
o17_ybnd	FFFFC77F	1	objects	-
o18_id	FFFFC780	2	objects	hex
o18_rflags	FFFFC782	1	objects	hex
o18_facing	FFFFC786	2	objects	-
o18_map_idx	FFFFC790	1	objects	-
o18_timer	FFFFC79C	2	objects	-
o18_xdur	FFFFC7A8	2	objects	-
o18_ydur	FFFFC7AA	2	objects	-
o18_x_px	FFFFC7B0	2	objects	-
o18_y_px	FFFFC7B4	2	objects	-
o18_xbnd	FFFFC7BE	1	objects	-
o18_ybnd	FFFFC7BF	1	objects	-
o19_id	FFFFC7C0	2	objects	hex
o19_rflags	FFFFC7C2	1	objects	hex
o19_facing	FFFFC7C6	2	objects	-
o19_map_idx	FFFFC7D0	1	objects	-
o19_timer	FFFFC7DC	2	objects	-
o19_xdur	FFFFC7E8	2	objects	-
o19_ydur	FFFFC7EA	2	objects	-
o19_x_px	FFFFC7F0	2	objects	-
o19_y_px	FFFFC7F4	2	objects	-
o19_xbnd	FFFFC7FE	1	objects	-
o19_ybnd	FFFFC7FF	1	objects	-
o20_id	FFFFC800	2	objects	hex
o20_rflags	FFFFC802	1	objects	hex
o20_facing	FFFFC806	2	objects	-
o20_map_idx	FFFFC810	1	objects	-
o20_timer	FFFFC81C	2	objects	-
o20_xdur	FFFFC828	2	objects	-
o20_ydur	FFFFC82A	2	objects	-
o20_x_px	FFFFC830	2	objects	-
o20_y_px	FFFFC834	2	objects	-
o20_xbnd	FFFFC83E	1	objects	-
o20_ybnd	FFFFC83F	1	objects	-
o21_id	FFFFC840	2	objects	hex
o21_rflags	FFFFC842	1	objects	hex
o21_facing	FFFFC846	2	objects	-
o21_map_idx	FFFFC850	1	objects	-
o21_timer	FFFFC85C	2	objects	-
o21_xdur	FFFFC868	2	objects	-
o21_ydur	FFFFC86A	2	objects	-
o21_x_px	FFFFC870	2	objects	-
o21_y_px	FFFFC874	2	objects	-
o21_xbnd	FFFFC87E	1	objects	-
o21_ybnd	FFFFC87F	1	objects	-
o22_id	FFFFC880	2	objects	hex
o22_rflags	FFFFC882	1	objects	hex
o22_facing	FFFFC886	2	objects	-
o22_map_idx	FFFFC890	1	objects	-
o22_timer	FFFFC89C	2	objects	-
o22_xdur	FFFFC8A8	2	objects	-
o22_ydur	FFFFC8AA	2	objects	-
o22_x_px	FFFFC8B0	2	objects	-
o22_y_px	FFFFC8B4	2	objects	-
o22_xbnd	FFFFC8BE	1	objects	-
o22_ybnd	FFFFC8BF	1	objects	-
o23_id	FFFFC8C0	2	objects	hex
o23_rflags	FFFFC8C2	1	objects	hex
o23_facing	FFFFC8C6	2	objects	-
o23_map_idx	FFFFC8D0	1	objects	-
o23_timer	FFFFC8DC	2	objects	-
o23_xdur	FFFFC8E8	2	objects	-
o23_ydur	FFFFC8EA	2	objects	-
o23_x_px	FFFFC8F0	2	objects	-
o23_y_px	FFFFC8F4	2	objects	-
o23_xbnd	FFFFC8FE	1	objects	-
o23_ybnd	FFFFC8FF	1	objects	-
o24_id	FFFFC900	2	objects	hex
o24_rflags	FFFFC902	1	objects	hex
o24_facing	FFFFC906	2	objects	-
o24_map_idx	FFFFC910	1	objects	-
o24_timer	FFFFC91C	2	objects	-
o24_xdur	FFFFC928	2	objects	-
o24_ydur	FFFFC92A	2	objects	-
o24_x_px	FFFFC930	2	objects	-
o24_y_px	FFFFC934	2	objects	-
o24_xbnd	FFFFC93E	1	objects	-
o24_ybnd	FFFFC93F	1	objects	-
o25_id	FFFFC940	2	objects	hex
o25_rflags	FFFFC942	1	objects	hex
o25_facing	FFFFC946	2	objects	-
o25_map_idx	FFFFC950	1	objects	-
o25_timer	FFFFC95C	2	objects	-
o25_xdur	FFFFC968	2	objects	-
o25_ydur	FFFFC96A	2	objects	-
o25_x_px	FFFFC970	2	objects	-
o25_y_px	FFFFC974	2	objects	-
o25_xbnd	FFFFC97E	1	objects	-
o25_ybnd	FFFFC97F	1	objects	-
o26_id	FFFFC980	2	objects	hex
o26_rflags	FFFFC982	1	objects	hex
o26_facing	FFFFC986	2	objects	-
o26_map_idx	FFFFC990	1	objects	-
o26_timer	FFFFC99C	2	objects	-
o26_xdur	FFFFC9A8	2	objects	-
o26_ydur	FFFFC9AA	2	objects	-
o26_x_px	FFFFC9B0	2	objects	-
o26_y_px	FFFFC9B4	2	objects	-
o26_xbnd	FFFFC9BE	1	objects	-
o26_ybnd	FFFFC9BF	1	objects	-
o27_id	FFFFC9C0	2	objects	hex
o27_rflags	FFFFC9C2	1	objects	hex
o27_facing	FFFFC9C6	2	objects	-
o27_map_idx	FFFFC9D0	1	objects	-
o27_timer	FFFFC9DC	2	objects	-
o27_xdur	FFFFC9E8	2	objects	-
o27_ydur	FFFFC9EA	2	objects	-
o27_x_px	FFFFC9F0	2	objects	-
o27_y_px	FFFFC9F4	2	objects	-
o27_xbnd	FFFFC9FE	1	objects	-
o27_ybnd	FFFFC9FF	1	objects	-
o28_id	FFFFCA00	2	objects	hex
o28_rflags	FFFFCA02	1	objects	hex
o28_facing	FFFFCA06	2	objects	-
o28_map_idx	FFFFCA10	1	objects	-
o28_timer	FFFFCA1C	2	objects	-
o28_xdur	FFFFCA28	2	objects	-
o28_ydur	FFFFCA2A	2	objects	-
o28_x_px	FFFFCA30	2	objects	-
o28_y_px	FFFFCA34	2	objects	-
o28_xbnd	FFFFCA3E	1	objects	-
o28_ybnd	FFFFCA3F	1	objects	-
o29_id	FFFFCA40	2	objects	hex
o29_rflags	FFFFCA42	1	objects	hex
o29_facing	FFFFCA46	2	objects	-
o29_map_idx	FFFFCA50	1	objects	-
o29_timer	FFFFCA5C	2	objects	-
o29_xdur	FFFFCA68	2	objects	-
o29_ydur	FFFFCA6A	2	objects	-
o29_x_px	FFFFCA70	2	objects	-
o29_y_px	FFFFCA74	2	objects	-
o29_xbnd	FFFFCA7E	1	objects	-
o29_ybnd	FFFFCA7F	1	objects	-
o30_id	FFFFCA80	2	objects	hex
o30_rflags	FFFFCA82	1	objects	hex
o30_facing	FFFFCA86	2	objects	-
o30_map_idx	FFFFCA90	1	objects	-
o30_timer	FFFFCA9C	2	objects	-
o30_xdur	FFFFCAA8	2	objects	-
o30_ydur	FFFFCAAA	2	objects	-
o30_x_px	FFFFCAB0	2	objects	-
o30_y_px	FFFFCAB4	2	objects	-
o30_xbnd	FFFFCABE	1	objects	-
o30_ybnd	FFFFCABF	1	objects	-
o31_id	FFFFCAC0	2	objects	hex
o31_rflags	FFFFCAC2	1	objects	hex
o31_facing	FFFFCAC6	2	objects	-
o31_map_idx	FFFFCAD0	1	objects	-
o31_timer	FFFFCADC	2	objects	-
o31_xdur	FFFFCAE8	2	objects	-
o31_ydur	FFFFCAEA	2	objects	-
o31_x_px	FFFFCAF0	2	objects	-
o31_y_px	FFFFCAF4	2	objects	-
o31_xbnd	FFFFCAFE	1	objects	-
o31_ybnd	FFFFCAFF	1	objects	-
cmd0_index	FFFF410A	1	bcmd	-
cmd0_id	FFFF410B	1	bcmd	-
cmd0_target	FFFF410C	2	bcmd	-
cmd1_index	FFFF410E	1	bcmd	-
cmd1_id	FFFF410F	1	bcmd	-
cmd1_target	FFFF4110	2	bcmd	-
cmd2_index	FFFF4112	1	bcmd	-
cmd2_id	FFFF4113	1	bcmd	-
cmd2_target	FFFF4114	2	bcmd	-
cmd3_index	FFFF4116	1	bcmd	-
cmd3_id	FFFF4117	1	bcmd	-
cmd3_target	FFFF4118	2	bcmd	-
cmd4_index	FFFF411A	1	bcmd	-
cmd4_id	FFFF411B	1	bcmd	-
cmd4_target	FFFF411C	2	bcmd	-
ecmd0_index	FFFF411E	1	bcmd	-
ecmd0_id	FFFF411F	1	bcmd	-
ecmd0_target	FFFF4120	2	bcmd	-
ecmd1_index	FFFF4122	1	bcmd	-
ecmd1_id	FFFF4123	1	bcmd	-
ecmd1_target	FFFF4124	2	bcmd	-
ecmd2_index	FFFF4126	1	bcmd	-
ecmd2_id	FFFF4127	1	bcmd	-
ecmd2_target	FFFF4128	2	bcmd	-
ecmd3_index	FFFF412A	1	bcmd	-
ecmd3_id	FFFF412B	1	bcmd	-
ecmd3_target	FFFF412C	2	bcmd	-
chaz_str_mod	FFFFF519	1	chars	-
chaz_men_mod	FFFFF51C	1	chars	-
chaz_agi_mod	FFFFF51F	1	chars	-
chaz_dex_mod	FFFFF522	1	chars	-
chaz_atk_bat	FFFFF526	2	chars	-
chaz_dfs_bat	FFFFF52A	2	chars	-
chaz_mdef	FFFFF52C	2	chars	-
chaz_mdef_bat	FFFFF52E	2	chars	-
chaz_phys_prop	FFFFF530	2	chars	-
chaz_phys_prop_save	FFFFF57B	1	chars	-
chaz_rhand	FFFFF54C	1	chars	-
chaz_body	FFFFF54F	1	chars	-
alys_str_mod	FFFFF599	1	chars	-
alys_men_mod	FFFFF59C	1	chars	-
alys_agi_mod	FFFFF59F	1	chars	-
alys_dex_mod	FFFFF5A2	1	chars	-
alys_atk_bat	FFFFF5A6	2	chars	-
alys_dfs_bat	FFFFF5AA	2	chars	-
alys_mdef	FFFFF5AC	2	chars	-
alys_mdef_bat	FFFFF5AE	2	chars	-
alys_phys_prop	FFFFF5B0	2	chars	-
alys_phys_prop_save	FFFFF5FB	1	chars	-
alys_rhand	FFFFF5CC	1	chars	-
alys_body	FFFFF5CF	1	chars	-
hahn_str_mod	FFFFF619	1	chars	-
hahn_men_mod	FFFFF61C	1	chars	-
hahn_agi_mod	FFFFF61F	1	chars	-
hahn_dex_mod	FFFFF622	1	chars	-
hahn_atk_bat	FFFFF626	2	chars	-
hahn_dfs_bat	FFFFF62A	2	chars	-
hahn_mdef	FFFFF62C	2	chars	-
hahn_mdef_bat	FFFFF62E	2	chars	-
